   name   params aux1 aux2    stage/arc    chunk/index
kusax21 00000A82 0000 0000 in TyuTyu/Room0 ACTR/019
  swood 00000010 0000 0000 in TyuTyu/Room0 ACTR/01A
  swood 00000010 0000 0000 in TyuTyu/Room0 ACTR/01B
  swood 00000010 0000 0000 in TyuTyu/Room0 ACTR/01C
  swood 00000010 0000 0000 in TyuTyu/Room0 ACTR/01D
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/01E
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/01F
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/020
     ho 00FF0002 0000 0000 in TyuTyu/Room0 ACTR/021
     ho 00FF0003 0000 0000 in TyuTyu/Room0 ACTR/022
     ho 00FF0007 0000 0000 in TyuTyu/Room0 ACTR/023
     ho 00FF0007 0000 0000 in TyuTyu/Room0 ACTR/024
     ho 00FF0007 0000 0000 in TyuTyu/Room0 ACTR/025
     ho 00FF0007 0000 0000 in TyuTyu/Room0 ACTR/026
     ho 00FF0007 0000 0000 in TyuTyu/Room0 ACTR/027
     ho 00FF0007 0000 0000 in TyuTyu/Room0 ACTR/028
     ho 00FF0007 0000 0000 in TyuTyu/Room0 ACTR/029
     ho 00FF0007 0000 0000 in TyuTyu/Room0 ACTR/02A
     ho 00FF0007 0000 0000 in TyuTyu/Room0 ACTR/02B
     ho 00FF0007 0000 0000 in TyuTyu/Room0 ACTR/02C
  c_red FFFF01FF 0000 00FF in TyuTyu/Room0 ACTR/02D
  c_red FFFF01FF 0000 00FF in TyuTyu/Room0 ACTR/02E
  c_red FFFF01FF 0000 00FF in TyuTyu/Room0 ACTR/02F
  c_red FFFF01FF 0000 00FF in TyuTyu/Room0 ACTR/030
  c_red FFFF01FF 0000 00FF in TyuTyu/Room0 ACTR/031
c_green 192C0001 0000 00FF in TyuTyu/Room0 ACTR/032
c_green 192C0001 0000 00FF in TyuTyu/Room0 ACTR/033
c_green FFFF00FF 0000 00FF in TyuTyu/Room0 ACTR/034
c_green FFFF00FF 0000 00FF in TyuTyu/Room0 ACTR/035
c_green FFFF00FF 0000 00FF in TyuTyu/Room0 ACTR/036
c_green FFFF00FF 0000 00FF in TyuTyu/Room0 ACTR/037
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/038
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/039
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/03A
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/03B
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/03C
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/03D
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/03E
 kusax7 00000EC1 0000 0000 in TyuTyu/Room0 ACTR/03F
 kusax7 00000EC1 0000 0000 in TyuTyu/Room0 ACTR/040
 kusax7 00000EC1 0000 0000 in TyuTyu/Room0 ACTR/041
 kusax7 00000EC1 0000 0000 in TyuTyu/Room0 ACTR/042
 kusax7 00000EC1 0000 0000 in TyuTyu/Room0 ACTR/043
 kusax7 00000EC1 0000 0000 in TyuTyu/Room0 ACTR/044
 Ebrock F27FFF3F 0000 00FF in TyuTyu/Room0 ACTR/045
 Ebrock F27FFF3F 0000 00FF in TyuTyu/Room0 ACTR/046
 swood3 00000013 0000 0000 in TyuTyu/Room0 ACTR/047
 swood3 00000013 0000 0000 in TyuTyu/Room0 ACTR/048
 swood3 00000013 0000 0000 in TyuTyu/Room0 ACTR/049
 swood3 00000013 0000 0000 in TyuTyu/Room0 ACTR/04A
    Kui FFFF0400 0000 0000 in TyuTyu/Room0 ACTR/04B
    Kui FFFF0400 0000 0000 in TyuTyu/Room0 ACTR/04C
    Kui FFFF0400 0000 0000 in TyuTyu/Room0 ACTR/04D
c_green FFFF0001 0000 00FF in TyuTyu/Room0 ACTR/04E
c_green FFFF0001 0000 00FF in TyuTyu/Room0 ACTR/04F
c_green FFFF0001 0000 00FF in TyuTyu/Room0 ACTR/050
c_green FFFF0001 0000 00FF in TyuTyu/Room0 ACTR/051
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/052
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/053
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/054
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/055
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/056
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/057
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/058
 swood3 00000013 0000 0000 in TyuTyu/Room0 ACTR/059
 swood3 00000013 0000 0000 in TyuTyu/Room0 ACTR/05A
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/05B
 kusax7 00000EC1 0000 0000 in TyuTyu/Room0 ACTR/05C
 kusax7 00000EC1 0000 0000 in TyuTyu/Room0 ACTR/05D
 kusax7 00000EC1 0000 0000 in TyuTyu/Room0 ACTR/05E
 kusax7 00000EC1 0000 0000 in TyuTyu/Room0 ACTR/05F
c_green 192C0001 0000 00FF in TyuTyu/Room0 ACTR/060
c_green 192C0001 0000 00FF in TyuTyu/Room0 ACTR/061
  c_red FFFF01FF 0000 00FF in TyuTyu/Room0 ACTR/062
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/063
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/064
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/065
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/066
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/067
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/068
kusax21 00000FC2 0000 0000 in TyuTyu/Room0 ACTR/069
  swood 00000010 0000 0000 in TyuTyu/Room0 ACTR/06A
 kusax7 00000EC1 0000 0000 in TyuTyu/Room0 ACTR/06B
 kusax7 00000EC1 0000 0000 in TyuTyu/Room0 ACTR/06C
 kusax7 00000EC1 0000 0000 in TyuTyu/Room0 ACTR/06D
 kusax1 00000800 0000 0000 in TyuTyu/Room0 ACTR/06E
 kusax1 00000800 0000 0000 in TyuTyu/Room0 ACTR/06F
 kusax1 00000800 0000 0000 in TyuTyu/Room0 ACTR/070
 kusax1 00000800 0000 0000 in TyuTyu/Room0 ACTR/071
 kusax1 00000800 0000 0000 in TyuTyu/Room0 ACTR/072
 kusax1 00000800 0000 0000 in TyuTyu/Room0 ACTR/073
 kusax1 00000800 0000 0000 in TyuTyu/Room0 ACTR/074
 kusax1 00000800 0000 0000 in TyuTyu/Room0 ACTR/075
 kusax1 00000800 0000 0000 in TyuTyu/Room0 ACTR/076
 kusax1 00000800 0000 0000 in TyuTyu/Room0 ACTR/077
ky_tag0 010105FF 00FF 0000 in TyuTyu/Room0 SCOB/000
 SW_C00 0003FFE0 0000 0000 in TyuTyu/Room0 SCOB/001
 SW_C00 0003FFE0 0000 0000 in TyuTyu/Room0 SCOB/002
 SW_C00 0003FFE0 0000 0000 in TyuTyu/Room0 SCOB/003
 SW_C00 0003FFE0 0000 0000 in TyuTyu/Room0 SCOB/004
 SW_C00 0003FFE0 0000 0000 in TyuTyu/Room0 SCOB/005
 SW_C00 0003FFE0 0000 0000 in TyuTyu/Room0 SCOB/006
 SW_C00 0003FFE0 0000 0000 in TyuTyu/Room0 SCOB/007
 SW_C00 0003FFE0 0000 0000 in TyuTyu/Room0 SCOB/008
 SW_C00 0003FFE0 0000 0000 in TyuTyu/Room0 SCOB/009
bonbori FFFFFFFF 0000 0000 in TyuTyu/Room0 SCOB/00A
bonbori FFFFFFFF 0000 0000 in TyuTyu/Room0 SCOB/00B
Ysdls00 10FF00E0 0000 0000 in TyuTyu/Room0 SCOB/00C
 AttTag 00000202 0000 0000 in TyuTyu/Room0 SCOB/00D
   Ship 0000FFFF 0000 0000 in VrTest/Stage ACTR/000
 Kamome FFFFFFFF 0000 0000 in VrTest/Room0 ACTR/000
 Kamome FFFFFFFF 0000 0000 in VrTest/Room0 ACTR/001
 Kamome FFFFFFFF 0000 0000 in VrTest/Room0 ACTR/002
 Kamome FFFFFFFF 0000 0000 in VrTest/Room0 ACTR/003
 Kamome FFFFFFFF 0000 0000 in VrTest/Room0 ACTR/004
 Kamome FFFFFFFF 0000 0000 in VrTest/Room0 ACTR/005
 Kamome FFFFFFFF 0000 0000 in VrTest/Room0 ACTR/006
 Kamome FFFFFFFF 0000 0000 in VrTest/Room0 ACTR/007
 Kamome FFFFFFFF 0000 0000 in VrTest/Room0 ACTR/008
 Kamome FFFFFFFF 0000 0000 in VrTest/Room0 ACTR/009
 Kamome FFFFFFFF 0000 0000 in VrTest/Room0 ACTR/00A
 Kamome FFFFFFFF 0000 0000 in VrTest/Room0 ACTR/00B
 Kamome FFFFFFFF 0000 0000 in VrTest/Room0 ACTR/00C
 Kamome FFFFFFFF 0000 0000 in VrTest/Room0 ACTR/00D
  swood 00000010 0000 0000 in VrTest/Room0 ACTR/00E
  swood 00000010 0000 0000 in VrTest/Room0 ACTR/00F
  swood 00000010 0000 0000 in VrTest/Room0 ACTR/010
  swood 00000010 0000 0000 in VrTest/Room0 ACTR/011
kusax21 00000A82 0000 0000 in VrTest/Room0 ACTR/012
kusax21 00000A82 0000 0000 in VrTest/Room0 ACTR/013
kusax21 00000A82 0000 0000 in VrTest/Room0 ACTR/014
kusax21 00000A82 0000 0000 in VrTest/Room0 ACTR/015
kusax21 00000A82 0000 0000 in VrTest/Room0 ACTR/016
kusax21 00000A82 0000 0000 in VrTest/Room0 ACTR/017
kusax21 00000A82 0000 0000 in VrTest/Room0 ACTR/018
kusax21 00000A82 0000 0000 in VrTest/Room0 ACTR/019
kusax21 00000A82 0000 0000 in VrTest/Room0 ACTR/01A
kusax21 00000A82 0000 0000 in VrTest/Room0 ACTR/01B
kusax21 00000A82 0000 0000 in VrTest/Room0 ACTR/01C
kusax21 00000A82 0000 0000 in VrTest/Room0 ACTR/01D
 swood3 00000013 0000 0000 in VrTest/Room0 ACTR/01E
 swood3 00000013 0000 0000 in VrTest/Room0 ACTR/01F
 swood3 00000013 0000 0000 in VrTest/Room0 ACTR/020
 swood3 00000013 0000 0000 in VrTest/Room0 ACTR/021
ky_tag1 FFFFFFFF 0000 0000 in VrTest/Room0 SCOB/000
 takara FF100180 0000 DB03 in WarpD/Stage TRES/000
takara2 FF000B80 0000 1FFF in WarpD/Stage TRES/001
  Warpt 00012110 9291 0000 in WarpD/Room0 ACTR/000
 Warpnt 00001021 8182 0000 in WarpD/Room0 ACTR/001
 Warpnt 00002011 8281 0000 in WarpD/Room0 ACTR/002
 Warpnt 000090A1 898A 0000 in WarpD/Room0 ACTR/003
 Warpnt 00011121 9192 0000 in WarpD/Room0 ACTR/004
  Warpt 0000A090 8A89 0000 in WarpD/Room0 ACTR/005
ootubo1 717FC13F 0000 00FF in WarpD/Room0 ACTR/006
ootubo1 717FC13F 0000 00FF in WarpD/Room0 ACTR/007
  Warpt 00001070 8187 0000 in WarpD/Room0 ACTR/008
  Warpt 00001040 8184 0000 in WarpD/Room0 ACTR/009
ootubo1 717FFF20 0000 00FF in WarpD/Room0 ACTR/00A
ootubo1 717FFF20 0000 00FF in WarpD/Room0 ACTR/00B
ootubo1 717FFF20 0000 00FF in WarpD/Room0 ACTR/00C
ootubo1 717FC13F 0000 00FF in WarpD/Room0 ACTR/00D
ootubo1 717FFF20 0000 00FF in WarpD/Room0 ACTR/00E
ootubo1 717FFF20 0000 00FF in WarpD/Room0 ACTR/00F
ootubo1 717FFF20 0000 00FF in WarpD/Room0 ACTR/010
ootubo1 717FFF20 0000 00FF in WarpD/Room0 ACTR/011
ootubo1 717FC13F 0000 00FF in WarpD/Room0 ACTR/012
ootubo1 717FFF20 0000 00FF in WarpD/Room0 ACTR/013
ootubo1 717FFF20 0000 00FF in WarpD/Room0 ACTR/014
ootubo1 717FC13F 0000 00FF in WarpD/Room0 ACTR/015
ootubo1 717FFF20 0000 00FF in WarpD/Room0 ACTR/016
ootubo1 717FFF20 0000 00FF in WarpD/Room0 ACTR/017
ootubo1 717FFF20 0000 00FF in WarpD/Room0 ACTR/018
ootubo1 717FFF29 0000 00FF in WarpD/Room0 ACTR/019
ootubo1 717FFF20 0000 00FF in WarpD/Room0 ACTR/01A
ootubo1 717FFF20 0000 00FF in WarpD/Room0 ACTR/01B
ootubo1 717FFF20 0000 00FF in WarpD/Room0 ACTR/01C
Fmastr2 FFFF0613 FFFF 0005 in WarpD/Room0 ACTR/01D
Fmastr2 FFFF0613 FFFF 0005 in WarpD/Room0 ACTR/01E
Fmastr2 FFFF0613 FFFF 0005 in WarpD/Room0 ACTR/01F
Fmastr2 FFFF0613 FFFF 0005 in WarpD/Room0 ACTR/020
Fmastr2 FFFF0613 FFFF 0003 in WarpD/Room0 ACTR/021
  Warpt 00006050 8685 0000 in WarpD/Room0 ACTR/022
  Warpt 000010B0 818B 0000 in WarpD/Room0 ACTR/023
  Warpt 0000E0D0 8E8D 0000 in WarpD/Room0 ACTR/024
 Warpnt 00005061 8586 0000 in WarpD/Room0 ACTR/025
  Warpt 000010C0 818C 0000 in WarpD/Room0 ACTR/026
 Warpnt 0000D0E1 8D8E 0000 in WarpD/Room0 ACTR/027
  Warpt 00001100 8190 0000 in WarpD/Room0 ACTR/028
 SW_C00 0003FF80 0000 0000 in WarpD/Room0 SCOB/000
 SW_C00 0003FF80 0000 0000 in WarpD/Room0 SCOB/001
 SW_C00 0003FF80 0000 0000 in WarpD/Room0 SCOB/002
 SW_C00 0003FF80 0000 0000 in WarpD/Room0 SCOB/003
 SW_C00 0003FF80 0000 0000 in WarpD/Room0 SCOB/004
 SW_C00 0003FF80 0000 0000 in WarpD/Room0 SCOB/005
 SW_C00 0003FF80 0000 0000 in WarpD/Room0 SCOB/006
 SW_C00 0003FF80 0000 0000 in WarpD/Room0 SCOB/007
 SW_C00 0003FF80 0000 0000 in WarpD/Room0 SCOB/008
ky_tag0 FFFF03FF 00FF 0000 in WarpD/Room0 SCOB/009
bonbori FFFFFFBF 0000 0000 in WarpD/Room0 SCOB/00A
bonbori FFFFFFBF 0000 0000 in WarpD/Room0 SCOB/00B
bonbori FFFFFFBF 0000 0000 in WarpD/Room0 SCOB/00C
bonbori FFFFFFBF 0000 0000 in WarpD/Room0 SCOB/00D
bonbori FFFFFFBF 0000 0000 in WarpD/Room0 SCOB/00E
bonbori FFFFFFBF 0000 0000 in WarpD/Room0 SCOB/00F
Ysdls00 10FF0080 0000 0000 in WarpD/Room0 SCOB/010
bonbori FFFFFFBF 0000 0000 in WarpD/Room0 SCOB/011
bonbori FFFFFFBF 0000 0000 in WarpD/Room0 SCOB/012
bonbori FFFFFFBF 0000 0000 in WarpD/Room0 SCOB/013
bonbori FFFFFFBF 0000 0000 in WarpD/Room0 SCOB/014
 door20 0FFFF1FF 0000 FF3F in Xboss0/Stage TGDR/000
    Dr2 FFFFFFFF 0000 0000 in Xboss0/Room0 ACTR/000
    Btd FFFFFFFF 0000 0000 in Xboss0/Room0 ACTR/001
 kotubo 707FFF00 0000 00FF in Xboss0/Room0 ACTR/002
 kotubo 707F7F00 0000 00FF in Xboss0/Room0 ACTR/003
 kotubo 707F7F00 0000 00FF in Xboss0/Room0 ACTR/004
 kotubo 707FFF00 0000 00FF in Xboss0/Room0 ACTR/005
 kotubo 707FFF00 0000 00FF in Xboss0/Room0 ACTR/006
 kotubo 707F7F00 0000 00FF in Xboss0/Room0 ACTR/007
 kotubo 707FFF00 0000 00FF in Xboss0/Room0 ACTR/008
 kotubo 707F7F00 0000 00FF in Xboss0/Room0 ACTR/009
 kotubo 707FFF00 0000 00FF in Xboss0/Room0 ACTR/00A
 kotubo 707F7F00 0000 00FF in Xboss0/Room0 ACTR/00B
 kotubo 707F7F00 0000 00FF in Xboss0/Room0 ACTR/00C
 kotubo 707F7F00 0000 00FF in Xboss0/Room0 ACTR/00D
 kotubo 707F7F00 0000 00FF in Xboss0/Room0 ACTR/00E
 kotubo 707F7F00 0000 00FF in Xboss0/Room0 ACTR/00F
 kotubo 707F7F00 0000 00FF in Xboss0/Room0 ACTR/010
 kotubo 707F7F00 0000 00FF in Xboss0/Room0 ACTR/011
 kotubo 707F7F00 0000 00FF in Xboss0/Room0 ACTR/012
ky_tag2 000700FF 0000 0000 in Xboss0/Room0 ACTR/013
ky_tag0 050504FF 00FF 0000 in Xboss0/Room0 SCOB/000
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/001
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/002
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/003
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/004
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/005
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/006
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/007
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/008
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/009
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/00A
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/00B
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/00C
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/00D
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/00E
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/00F
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/010
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/011
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/012
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/013
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/014
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/015
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/016
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/017
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/018
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/019
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/01A
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/01B
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/01C
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/01D
  TagHt FFFF6B04 045E 0540 in Xboss0/Room0 SCOB/01E
   Bita FFFF0000 0000 0000 in Xboss0/Room0 TGOB/000
   Bita FFFF0000 0000 0000 in Xboss0/Room0 TGOB/001
   Bita FFFF0000 0000 0000 in Xboss0/Room0 TGOB/002
   Bita FFFF0001 0000 0000 in Xboss0/Room0 TGOB/003
   Bita FFFF0001 0000 0000 in Xboss0/Room0 TGOB/004
   Bita FFFF0001 0000 0000 in Xboss0/Room0 TGOB/005
   Bita FFFF0001 0000 0000 in Xboss0/Room0 TGOB/006
 door20 0FFFF1FF 0000 0E3F in Xboss1/Stage TGDR/000
    Bkm FFFFFFFF 0000 0000 in Xboss1/Room0 ACTR/000
 kusax1 000009C0 0000 0000 in Xboss1/Room0 ACTR/001
 kusax1 00000980 0000 0000 in Xboss1/Room0 ACTR/002
 kusax1 000009C0 0000 0000 in Xboss1/Room0 ACTR/003
 kusax1 00000980 0000 0000 in Xboss1/Room0 ACTR/004
 kusax1 000009C0 0000 0000 in Xboss1/Room0 ACTR/005
 kusax1 00000980 0000 0000 in Xboss1/Room0 ACTR/006
 kusax1 000009C0 0000 0000 in Xboss1/Room0 ACTR/007
 kusax1 00000980 0000 0000 in Xboss1/Room0 ACTR/008
 kusax1 000009C0 0000 0000 in Xboss1/Room0 ACTR/009
 kusax1 00000980 0000 0000 in Xboss1/Room0 ACTR/00A
 kusax1 000009C0 0000 0000 in Xboss1/Room0 ACTR/00B
 kusax1 00000980 0000 0000 in Xboss1/Room0 ACTR/00C
 kusax1 000009C0 0000 0000 in Xboss1/Room0 ACTR/00D
 kusax1 00000980 0000 0000 in Xboss1/Room0 ACTR/00E
 kusax1 000009C0 0000 0000 in Xboss1/Room0 ACTR/00F
 kusax1 00000980 0000 0000 in Xboss1/Room0 ACTR/010
 kusax1 000009C0 0000 0000 in Xboss1/Room0 ACTR/011
 kusax1 00000980 0000 0000 in Xboss1/Room0 ACTR/012
 kusax1 000009C0 0000 0000 in Xboss1/Room0 ACTR/013
 kusax1 00000980 0000 0000 in Xboss1/Room0 ACTR/014
 kusax1 000009C0 0000 0000 in Xboss1/Room0 ACTR/015
 kusax1 00000980 0000 0000 in Xboss1/Room0 ACTR/016
 kusax1 000009C0 0000 0000 in Xboss1/Room0 ACTR/017
 kusax1 00000980 0000 0000 in Xboss1/Room0 ACTR/018
 kusax1 000009C0 0000 0000 in Xboss1/Room0 ACTR/019
 kusax1 000009C0 0000 0000 in Xboss1/Room0 ACTR/01A
 kusax1 00000980 0000 0000 in Xboss1/Room0 ACTR/01B
 kusax1 00000980 0000 0000 in Xboss1/Room0 ACTR/01C
 kusax1 00000980 0000 0000 in Xboss1/Room0 ACTR/01D
 door12 0FFFF0FF 0000 093F in Xboss2/Stage TGDR/000
big_pow 00E0FFFF 0000 0000 in Xboss2/Room0 ACTR/000
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/001
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/002
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/003
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/004
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/005
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/006
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/007
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/008
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/009
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/00A
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/00B
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/00C
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/00D
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/00E
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/00F
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/010
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/011
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/012
  bable FFFFFF80 0000 00FF in Xboss2/Room0 ACTR/013
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/000
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/001
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/002
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/003
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/004
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/005
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/006
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/007
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/008
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/009
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/00A
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/00B
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/00C
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/00D
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/00E
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/00F
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/010
bonbori FFFFFF81 0000 0000 in Xboss2/Room0 SCOB/011
  LTag1 00FF4381 0000 0000 in Xboss2/Room0 SCOB/012
  LTag1 00FF4385 0000 0000 in Xboss2/Room0 SCOB/013
  LTag1 00FF4389 0000 0000 in Xboss2/Room0 SCOB/014
 door12 0FFFF0FF 0000 0C3F in Xboss3/Stage TGDR/000
    Bwd FFFFFFFF 0000 0000 in Xboss3/Room0 ACTR/000
ky_tag0 020203FF 00FF 0000 in Xboss3/Room0 SCOB/000
 Figure FFFFFF29 0000 0000 in figureA/Room0 ACTR/000
 Figure FFFFFF2A 0000 0000 in figureA/Room0 ACTR/001
 Figure FFFFFF2B 0000 0000 in figureA/Room0 ACTR/002
 Figure FFFFFF2C 0000 0000 in figureA/Room0 ACTR/003
 Figure FFFFFF2D 0000 0000 in figureA/Room0 ACTR/004
 Figure FFFFFF2E 0000 0000 in figureA/Room0 ACTR/005
 Figure FFFFFF38 0000 0000 in figureA/Room0 ACTR/006
 Figure FFFFFF39 0000 0000 in figureA/Room0 ACTR/007
 Figure FFFFFF37 0000 0000 in figureA/Room0 ACTR/008
 Figure FFFFFF30 0000 0000 in figureA/Room0 ACTR/009
 Figure FFFFFF31 0000 0000 in figureA/Room0 ACTR/00A
 Figure FFFFFF33 0000 0000 in figureA/Room0 ACTR/00B
 Figure FFFFFF3C 0000 0000 in figureA/Room0 ACTR/00C
 Figure FFFFFF3B 0000 0000 in figureA/Room0 ACTR/00D
 Figure FFFFFF34 0000 0000 in figureA/Room0 ACTR/00E
     Mn 00FFFFFF 0000 0000 in figureA/Room0 ACTR/00F
 Figure FFFFFF3F 0000 0000 in figureA/Room0 ACTR/010
 Figure FFFFFF3E 0000 0000 in figureA/Room0 ACTR/011
 Figure FFFFFF3A 0000 0000 in figureA/Room0 ACTR/012
 Figure FFFFFF32 0000 0000 in figureA/Room0 ACTR/013
 Figure FFFFFF2F 0000 0000 in figureA/Room0 ACTR/014
 Figure FFFFFF36 0000 0000 in figureA/Room0 ACTR/015
 Figure FFFFFF35 0000 0000 in figureA/Room0 ACTR/016
 Figure FFFFFF3D 0000 0000 in figureA/Room0 ACTR/017
  Paper 0000033F 4000 0000 in figureA/Room0 ACTR/018
 Figure FFFFFF40 0000 0000 in figureA/Room0 ACTR/019
KNOB00D 006FF0FF 0FFF 0000 in figureA/Room0 DOOR/000
 Figure FFFFFF12 0000 0000 in figureB/Room0 ACTR/000
 Figure FFFFFF15 0000 0000 in figureB/Room0 ACTR/001
 Figure FFFFFF1F 0000 0000 in figureB/Room0 ACTR/002
 Figure FFFFFF1D 0000 0000 in figureB/Room0 ACTR/003
 Figure FFFFFF14 0000 0000 in figureB/Room0 ACTR/004
 Figure FFFFFF13 0000 0000 in figureB/Room0 ACTR/005
 Figure FFFFFF28 0000 0000 in figureB/Room0 ACTR/006
 Figure FFFFFF0E 0000 0000 in figureB/Room0 ACTR/007
 Figure FFFFFF16 0000 0000 in figureB/Room0 ACTR/008
 Figure FFFFFF11 0000 0000 in figureB/Room0 ACTR/009
 Figure FFFFFF18 0000 0000 in figureB/Room0 ACTR/00A
 Figure FFFFFF17 0000 0000 in figureB/Room0 ACTR/00B
 Figure FFFFFF1A 0000 0000 in figureB/Room0 ACTR/00C
 Figure FFFFFF1B 0000 0000 in figureB/Room0 ACTR/00D
 Figure FFFFFF1E 0000 0000 in figureB/Room0 ACTR/00E
     Mn 00FFFFFF 0000 0000 in figureB/Room0 ACTR/00F
 Figure FFFFFF21 0000 0000 in figureB/Room0 ACTR/010
 Figure FFFFFF10 0000 0000 in figureB/Room0 ACTR/011
 Figure FFFFFF19 0000 0000 in figureB/Room0 ACTR/012
